"DATELASTUPDATED","DEFINITION","IDENTIFIER","REFERENCEURL","TITLE","VOCABULARYID"
"2025-04-09 08:03:19.027","","6376","","GENERAL WAREHOUSING AND STORAGE","24"
"2025-04-09 08:03:18.713","","5995","","GIFTS, NOVELTIES, AND SOUVENIRS","24"
"2025-04-09 08:03:17.51","","3221","","GLASS CONTAINERS","24"
"2025-04-09 08:03:17.427","","2891","","GLUE AND GELATIN","24"
"2025-04-09 08:03:19.5","","7394","","GO-CART TRACKS","24"
"2025-04-09 08:03:19.52","","7411","","GOLF COURSES","24"
"2025-04-09 08:03:19.493","","7393","","GOLF DRIVING RANGES","24"
"2025-04-09 08:03:19.213","","6700","","GOVERNMENTAL SERVICES","24"
"2025-04-09 08:03:18.283","","5152","","GRAIN","24"
"2025-04-09 08:03:17.0","","2140","","GRAIN MILL PRODUCTS","24"
"2025-04-09 08:03:19.147","","6531","","GRAPHIC DESIGN","24"
"2025-04-09 08:03:17.317","","2760","","GREETING CARDS","24"
"2025-04-09 08:03:18.437","","5410","","GROCERIES - RETAIL","24"
"2025-04-09 08:03:18.26","","5141","","GROCERIES - WHOLESALE","24"
"2025-04-09 08:03:18.26","","5140","","GROCERIES AND RELATED PRODUCTS","24"
"2025-04-09 08:03:19.61","","7520","","GROUP OR ORGANIZED CAMPS","24"
"2025-04-09 08:03:16.89","","1200","","GROUP QUARTERS","24"
"2025-04-09 08:03:17.41","","2860","","GUM AND WOOD CHEMICALS","24"
"2025-04-09 08:03:17.673","","3411","","GUNS, HOWITZERS, MORTARS, AND RELATED EQUIPMENT","24"
"2025-04-09 08:03:19.56","","7425","","GYMS AND ATHLETIC CLUBS","24"
"2025-04-09 08:03:17.593","","3265","","GYPSUM PRODUCTS","24"
"2025-04-09 08:03:17.1","","2367","","HANDBAGS AND OTHER PERSONAL LEATHER GOODS","24"
"2025-04-09 08:03:19.317","","6840","","HANDICAPPED SCHOOLING","24"
"2025-04-09 08:03:18.4","","5251","","HARDWARE","24"
"2025-04-09 08:03:18.31","","5171","","HARDWARE","24"
"2025-04-09 08:03:18.397","","5250","","HARDWARE AND FARM EQUIPMENT","24"
"2025-04-09 08:03:18.307","","5170","","HARDWARE, PLUMBING, HEATING EQUIPMENT, AND SUPPLIES","24"
"2025-04-09 08:03:17.167","","2422","","HARDWOOD DIMENSION AND FLOORING","24"
"2025-04-09 08:03:17.08","","2350","","HATS, CAPS, AND MILLINERY MANUFACTURING","24"
"2025-04-09 08:03:18.187","","4930","","HAULERS","24"
"2025-04-09 08:03:18.677","","5961","","HAY, GRAINS, AND FEEDS","24"
"2025-04-09 08:03:19.563","","7426","","HEALTH SPAS AND SAUNAS","24"
"2025-04-09 08:03:19.57","","7428","","HEALTH SPAS AND SAUNAS","24"
"2025-04-09 08:03:18.39","","5220","","HEATING AND A/C","24"
"2025-04-09 08:03:17.817","","3493","","HEATING APPARATUS AND PLUMBING FIXTURES","24"
"2025-04-09 08:03:18.02","","4391","","HELIPORT LANDING/TAKEOFF PADS","24"
"2025-04-09 08:03:18.287","","5153","","HIDES, SKINS AND RAW FURS","24"
"2025-04-09 08:03:18.037","","4500","","HIGHWAY AND STREET RIGHT-OF-WAY","24"
"2025-04-09 08:03:19.403","","7191","","HISTORIC AND MONUMENT SITES","24"
"2025-04-09 08:03:18.8","","6160","","HOLDING AND INVESTMENT SERVICES","24"
"2025-04-09 08:03:18.817","","6201","","HOME HEALTH CARE SERVICES","24"
"2025-04-09 08:03:18.977","","6339","","HOME INSPECTION SERVICES","24"
"2025-04-09 08:03:18.297","","5157","","HORSES AND MULES","24"
"2025-04-09 08:03:19.117","","6513","","HOSPITAL","24"
"2025-04-09 08:03:18.917","","6260","","HOTELS AND MOTELS","24"
"2025-04-09 08:03:17.763","","3433","","HOUSEHOLD APPLIANCES","24"
"2025-04-09 08:03:17.227","","2510","","HOUSEHOLD FURNITURE","24"
"2025-04-09 08:03:19.02","","6375","","HOUSEHOLD GOODS WAREHOUSING AND STORAGE","24"
"2025-04-09 08:03:16.76","","1100","","HOUSEHOLD UNITS","24"
"2025-04-09 08:03:16.99","","2124","","ICE CREAM AND FROZEN DESSERTS","24"
"2025-04-09 08:03:17.043","","2197","","ICE MANUFACTURING","24"
"2025-04-09 08:03:19.53","","7414","","ICE SKATING RINKS","24"
"2025-04-09 08:03:19.17","","6596","","INCOME TAX PREPARATION / CONSULTANTS","24"
"2025-04-09 08:03:17.467","","3000","","INDUSTRIAL","24"
"2025-04-09 08:03:17.353","","2810","","INDUSTRIAL CHEMICALS","24"
"2025-04-09 08:03:19.183","","6614","","INDUSTRIAL ELECTRICIAN","24"
"2025-04-09 08:03:17.09","","2362","","INDUSTRIAL LEATHER PRODUCTS","24"
"2025-04-09 08:03:19.083","","6420","","INDUSTRIAL MACHINE REPAIR","24"
"2025-04-09 08:03:18.16","","4856","","INDUSTRIAL WASTE DISPOSALS","24"
"2025-04-09 08:03:18.777","","6142","","INSURANCE AGENTS, BROKERS AND SERVICES","24"
"2025-04-09 08:03:18.777","","6141","","INSURANCE CARRIERS","24"
"2025-04-09 08:03:18.773","","6140","","INSURANCE CARRIERS, AGENTS, BROKERS AND SERVICES","24"
"2025-04-09 08:03:19.15","","6533","","INTERNET SALES","24"
"2025-04-09 08:03:16.743","","110","","INVALID CODE ENTERED IN ERROR","24"
"2025-04-09 08:03:17.627","","3320","","IRON AND STEEL FOUNDRIES","24"
"2025-04-09 08:03:18.207","","5060","","ITINERANT VENDOR","24"
"2025-04-09 08:03:18.993","","6343","","JANITORIAL/CLEANING SERVICES","24"
"2025-04-09 08:03:17.887","","3912","","JEWELER'S FINDINGS AND MATERIALS","24"
"2025-04-09 08:03:17.883","","3911","","JEWELRY AND PRECIOUS METALS - MANUFACTURING","24"
"2025-04-09 08:03:18.68","","5970","","JEWELRY -RETAIL AND REPAIR","24"
"2025-04-09 08:03:17.88","","3910","","JEWELRY, SILVERWARE, AND PLATED WARE - MANUFACTURING","24"
"2025-04-09 08:03:19.287","","6822","","JUNIOR COLLEGES","24"
"2025-04-09 08:03:18.2","","5055","","JUNK PEDDLER/PUSH CART","24"
"2025-04-09 08:03:18.203","","5056","","JUNK PEDDLER/WAGON","24"
"2025-04-09 08:03:17.06","","2220","","KNIT GOODS MANUFACTURING","24"
"2025-04-09 08:03:19.35","","6993","","LABOR UNIONS","24"
"2025-04-09 08:03:19.107","","6509","","LABORATORIES (OTHER THAN MEDICAL)","24"
"2025-04-09 08:03:17.937","","3994","","LAMP SHADES","24"
"2025-04-09 08:03:19.21","","6650","","LANDSCAPING, YARD AND GARDEN SERVICES","24"
"2025-04-09 08:03:17.89","","3913","","LAPIDARY WORK","24"
"2025-04-09 08:03:18.827","","6210","","LAUNDERING, DRY CLEANING, AND DYEING SERVICES","24"
"2025-04-09 08:03:18.83","","6211","","LAUNDROMAT","24"
"2025-04-09 08:03:17.633","","3332","","LEAD REFINING AND SMELTING","24"
"2025-04-09 08:03:18.29","","5154","","LEAF TOBACCO","24"
"2025-04-09 08:03:17.083","","2360","","LEATHER AND LEATHER PRODUCTS","24"
"2025-04-09 08:03:17.093","","2365","","LEATHER GLOVES AND MITTENS","24"
"2025-04-09 08:03:17.087","","2361","","LEATHER TANNING AND FINISHING","24"
"2025-04-09 08:03:19.133","","6520","","LEGAL SERVICES","24"
"2025-04-09 08:03:19.427","","7214","","LEGITIMATE THEATRES","24"
"2025-04-09 08:03:19.377","","7111","","LIBRARIES","24"
"2025-04-09 08:03:17.587","","3264","","LIME PRODUCTS","24"
"2025-04-09 08:03:18.833","","6212","","LINEN SUPPLY AND INDUSTRIAL LAUNDRY SERVICES","24"
"2025-04-09 08:03:17.93","","3992","","LINOLEUM AND OTHER HARD SURFACE FLOOR COVERINGS","24"
"2025-04-09 08:03:17.333","","2784","","LITHOGRAPHY","24"
"2025-04-09 08:03:18.293","","5156","","LIVESTOCK","24"
"2025-04-09 08:03:18.757","","6125","","LOAN COMPANY SERVICES (OTHER THAN BANKS OR S&L)","24"
"2025-04-09 08:03:19.703","","9500","","LOBBY","24"
"2025-04-09 08:03:18.387","","5215","","LOCK & KEY STORES","24"
"2025-04-09 08:03:17.323","","2771","","LOOSELEAF BINDERS AND BLANKBOOKS","24"
"2025-04-09 08:03:17.463","","2991","","LUBRICATING OILS AND GREASES","24"
"2025-04-09 08:03:17.097","","2366","","LUGGAGE","24"
"2025-04-09 08:03:18.37","","5198","","LUMBER AND CONSTRUCTION MATERIALS","24"
"2025-04-09 08:03:18.377","","5210","","LUMBER AND OTHER BUILDING MATERIALS - RETAIL","24"
"2025-04-09 08:03:17.153","","2400","","LUMBER AND WOOD PRODUCTS (EXCEPT FURNITURE)","24"
"2025-04-09 08:03:18.383","","5211","","LUMBER YARDS","24"
"2025-04-09 08:03:17.047","","2198","","MACARONI, SPAGHETTI, AND OTHER NOODLE PRODUCTS","24"
"2025-04-09 08:03:17.707","","3420","","MACHINERY","24"
"2025-04-09 08:03:18.317","","5180","","MACHINERY, EQUIPMENT, AND SUPPLIES","24"
"2025-04-09 08:03:18.41","","5320","","MAIL ORDER HOUSES","24"
"2025-04-09 08:03:19.253","","6754","","MAINTENANCE CENTERS","24"
"2025-04-09 08:03:18.863","","6228","","MAKEUP ARTIST","24"
"2025-04-09 08:03:17.027","","2181","","MALT LIQUORS - BEER, ETC","24"
"2025-04-09 08:03:16.967","","2010","","MANUFACTURER'S REPRESENTATIVE","24"
"2025-04-09 08:03:16.963","","2000","","MANUFACTURING","24"
"2025-04-09 08:03:19.597","","7440","","MARINAS","24"
"2025-04-09 08:03:18.503","","5591","","MARINE CRAFT AND ACCESSORIES","24"
"2025-04-09 08:03:18.023","","4400","","MARINE CRAFT TRANSPORTATION","24"
"2025-04-09 08:03:18.027","","4410","","MARINE TERMINALS","24"
"2025-04-09 08:03:18.03","","4412","","MARINE TERMINALS, FREIGHT","24"
"2025-04-09 08:03:18.03","","4411","","MARINE TERMINALS, PASSENGER","24"
"2025-04-09 08:03:18.94","","6310","","MARKETING/ADVERTISING SERVICES","24"
"2025-04-09 08:03:19.587","","7435","","MARTIAL ARTS STUDIO","24"
"2025-04-09 08:03:19.197","","6624","","MASONRY, STONE WORK, TILE SETTING AND PLASTERING SERVICES","24"
"2025-04-09 08:03:19.567","","7427","","MASSAGE PARLORS","24"
"2025-04-09 08:03:19.573","","7429","","MASSAGE THERAPIST","24"
"2025-04-09 08:03:17.933","","3993","","MATCHES","24"
"2025-04-09 08:03:18.277","","5146","","MEAT AND MEAT PRODUCTS","24"
"2025-04-09 08:03:16.973","","2111","","MEAT PACKING","24"
"2025-04-09 08:03:16.97","","2110","","MEAT PRODUCTS MANUFACTURING","24"
"2025-04-09 08:03:18.44","","5421","","MEATS","24"
"2025-04-09 08:03:18.44","","5420","","MEATS AND FISH","24"
"2025-04-09 08:03:17.727","","3425","","MECHANICAL","24"
"2025-04-09 08:03:17.84","","3520","","MECHANICAL MEASURING AND CONTROLLING EQUIPMENT","24"
"2025-04-09 08:03:19.11","","6510","","MEDICAL AND OTHER HEALTH SERVICES","24"
"2025-04-09 08:03:19.12","","6514","","MEDICAL LABS","24"
"2025-04-09 08:03:19.133","","6519","","MEDICAL OFFICE BUILDING","24"
"2025-04-09 08:03:17.38","","2832","","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS","24"
"2025-04-09 08:03:16.893","","1220","","MEMBERSHIP LODGING","24"
"2025-04-09 08:03:18.523","","5610","","MEN'S AND BOY'S CLOTHING AND FURNISHINGS","24"
"2025-04-09 08:03:17.077","","2310","","MEN'S, YOUTH'S, AND BOY'S CLOTHING AND FURNISHING - MANUFACTURING","24"
"2025-04-09 08:03:18.187","","4925","","MESSENGER AND DELIVERY SERVICES","24"
"2025-04-09 08:03:17.813","","3491","","METAL CANS","24"
"2025-04-09 08:03:17.827","","3497","","METAL FINISHING, COATING AND ENGRAVING","24"
"2025-04-09 08:03:17.827","","3496","","METAL STAMPING","24"
"2025-04-09 08:03:17.727","","3424","","METAL WORKING MACHINERY AND EQUIPMENT","24"
"2025-04-09 08:03:18.343","","5191","","METALS AND MINERALS","24"
"2025-04-09 08:03:19.24","","6750","","MILITARY BASES","24"
"2025-04-09 08:03:16.993","","2125","","MILK PROCESSING","24"
"2025-04-09 08:03:17.183","","2431","","MILLWORK","24"
"2025-04-09 08:03:17.173","","2430","","MILLWORK, VENEER, PLYWOOD, AND PREFABRICATED STRUCTURAL WOOD PRODUCTS","24"
"2025-04-09 08:03:19.49","","7392","","MINIATURE GOLF","24"
"2025-04-09 08:03:17.88","","3900","","MISCELLANEOUS MANUFACTURING, NEC","24"
"2025-04-09 08:03:19.317","","6900","","MISCELLANEOUS SERVICES","24"
"2025-04-09 08:03:19.08","","6414","","MOBILE CAR WASH","24"
"2025-04-09 08:03:16.963","","1400","","MOBILE HOME PARKS OR COURTS","24"
"2025-04-09 08:03:16.92","","1252","","MONASTERIES","24"
"2025-04-09 08:03:17.94","","3995","","MORTICIAN'S GOODS","24"
"2025-04-09 08:03:19.057","","6398","","MOTION PICTURE DISTRIBUTION AND SERVICES","24"
"2025-04-09 08:03:17.92","","3970","","MOTION PICTURE PRODUCTION","24"
"2025-04-09 08:03:19.417","","7212","","MOTION PICTURE THEATRES","24"
"2025-04-09 08:03:17.99","","4222","","MOTOR FREIGHT GARAGING AND EQUIPMENT MAINTENANCE","24"
"2025-04-09 08:03:17.987","","4221","","MOTOR FREIGHT TERMINALS","24"
"2025-04-09 08:03:17.983","","4220","","MOTOR FREIGHT TRANSPORTATION","24"
"2025-04-09 08:03:19.067","","6410","","MOTOR VEHICLE REPAIR AND SERVICES","24"
"2025-04-09 08:03:17.97","","4200","","MOTOR VEHICLE TRANSPORTATION","24"
"2025-04-09 08:03:18.47","","5510","","MOTOR VEHICLES","24"
"2025-04-09 08:03:18.223","","5110","","MOTOR VEHICLES AND AUTOMOTIVE EQUIPMENT","24"
"2025-04-09 08:03:17.787","","3441","","MOTOR VEHICLES AND EQUIPMENT","24"
"2025-04-09 08:03:17.8","","3445","","MOTORCYCLE MANUFACTURING","24"
"2025-04-09 08:03:18.483","","5516","","MOTORCYCLES (NEW AND USED)","24"
"2025-04-09 08:03:18.49","","5517","","MOTORCYCLES (USED ONLY)","24"
"2025-04-09 08:03:18.177","","4922","","MOVING AND STORAGE","24"
"2025-04-09 08:03:19.69","","9170","","MT ANIMAL SERVICES","24"
"2025-04-09 08:03:19.687","","9160","","MT CULTURAL, ENTERTAINMENT, AND RECREATION","24"
"2025-04-09 08:03:19.667","","9120","","MT MANUFACTURING","24"
"2025-04-09 08:03:19.657","","9110","","MT RESIDENTIAL","24"
"2025-04-09 08:03:19.677","","9150","","MT SERVICE","24"
"2025-04-09 08:03:19.67","","9140","","MT TRADE","24"
"2025-04-09 08:03:19.67","","9130","","MT TRANSPORTATION, UTILITIES, AND COMMUNICATION","24"
"2025-04-09 08:03:16.777","","1121","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.777","","1122","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.78","","1123","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.783","","1124","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.787","","1125","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.787","","1126","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.813","","1127","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.817","","1128","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.82","","1129","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.837","","1131","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.847","","1132","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.85","","1133","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.853","","1134","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.857","","1135","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.857","","1136","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.86","","1137","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.863","","1138","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.867","","1139","","MULTI-BUILDING RESIDENTIAL","24"
"2025-04-09 08:03:16.877","","1155","","MULTI-BUILDING RESIDENTIAL--CLASSIFIED COMMERCIAL","24"
"2025-04-09 08:03:16.887","","1185","","MULTI-FAMILY RESIDENTIAL","24"
"2025-04-09 08:03:19.38","","7112","","MUSEUMS","24"
"2025-04-09 08:03:18.587","","5732","","MUSIC SUPPLIES","24"
"2025-04-09 08:03:17.897","","3920","","MUSICAL INSTRUMENTS AND PARTS","24"
"2025-04-09 08:03:18.89","","6237","","NAIL SHOP","24"
"2025-04-09 08:03:18.893","","6238","","NAIL TECHNICIAN","24"
"2025-04-09 08:03:19.387","","7120","","NATURE EXHIBITIONS","24"
"2025-04-09 08:03:18.997","","6350","","NEWS SYNDICATE SERVICES","24"
"2025-04-09 08:03:18.7","","5993","","NEWSPAPERS AND MAGAZINES","24"
"2025-04-09 08:03:17.303","","2710","","NEWSPAPERS-PUBLISHING AND PRINTING","24"
"2025-04-09 08:03:18.233","","5120","","NO LONGER USED","24"
"2025-04-09 08:03:17.657","","3360","","NON-FERROUS FOUNDRIES","24"
"2025-04-09 08:03:19.14","","6522","","NOTARY PUBLICS, LICENSING","24"
"2025-04-09 08:03:16.923","","1254","","NOVITIATES","24"
"2025-04-09 08:03:19.267","","6810","","NURSERY, DAY CARE, PRIMARY AND SECONDARY SCHOOLS","24"
"2025-04-09 08:03:16.9","","1231","","NURSES RESIDENCES","24"
"2025-04-09 08:03:17.737","","3427","","OFFICE COMPUTING AND ACCOUNTING MACHINES","24"
"2025-04-09 08:03:17.237","","2520","","OFFICE FURNITURE","24"
"2025-04-09 08:03:19.027","","6377","","OPEN STORAGE","24"
"2025-04-09 08:03:17.867","","3550","","OPTHALMIC GOODS","24"
"2025-04-09 08:03:18.717","","5996","","OPTICAL GOODS","24"
"2025-04-09 08:03:17.847","","3530","","OPTICAL INSTRUMENTS AND LENSES","24"
"2025-04-09 08:03:16.91","","1242","","ORPHANAGES","24"
"2025-04-09 08:03:17.857","","3542","","ORTHOPEDIC, PROSTHETIC, AND SURGICAL APPLIANCES AND SUPPLIES","24"
"2025-04-09 08:03:19.483","","7390","","OTHER AMUSEMENTS","24"
"2025-04-09 08:03:18.55","","5690","","OTHER APPAREL AND ACCESSORIES","24"
"2025-04-09 08:03:19.037","","6390","","OTHER BUSINESS SERVICES","24"
"2025-04-09 08:03:17.42","","2890","","OTHER CHEMICALS AND ALLIED PRODUCTS","24"
"2025-04-09 08:03:17.547","","3243","","OTHER CLAY PRODUCTS","24"
"2025-04-09 08:03:18.087","","4790","","OTHER COMMUNICATIONS","24"
"2025-04-09 08:03:19.403","","7190","","OTHER CULTURAL ACTIVITIES AND NATURE EXHIBITIONS","24"
"2025-04-09 08:03:19.62","","7900","","OTHER CULTURAL, ENTERTAINMENT AND RECREATIONAL ACTIVITIES","24"
"2025-04-09 08:03:17.81","","3490","","OTHER FABRICATED METAL PRODUCTS","24"
"2025-04-09 08:03:18.807","","6190","","OTHER FINANCE, INSURANCE AND REAL ESTATE SERVICES","24"
"2025-04-09 08:03:18.463","","5490","","OTHER FOOD","24"
"2025-04-09 08:03:17.037","","2190","","OTHER FOOD PREPARATIONS AND RELATED PRODUCTS MANUFACTURING","24"
"2025-04-09 08:03:17.247","","2590","","OTHER FURNITURE AND FIXTURES","24"
"2025-04-09 08:03:16.93","","1290","","OTHER GROUP QUARTERS","24"
"2025-04-09 08:03:17.2","","2490","","OTHER LUMBER AND WOOD PRODUCTS","24"
"2025-04-09 08:03:17.66","","3390","","OTHER METAL INDUSTRIES","24"
"2025-04-09 08:03:17.927","","3990","","OTHER MISCELLANEOUS MANUFACTURING","24"
"2025-04-09 08:03:19.34","","6990","","OTHER MISCELLANEOUS SERVICES","24"
"2025-04-09 08:03:18.0","","4290","","OTHER MOTOR VEHICLE TRANSPORTATION","24"
"2025-04-09 08:03:18.923","","6290","","OTHER PERSONAL SERVICES","24"
"2025-04-09 08:03:17.457","","2990","","OTHER PETROLEUM REFINING AND PRODUCTS","24"
"2025-04-09 08:03:18.167","","4910","","OTHER PRESSURE CONTROL STATIONS","24"
"2025-04-09 08:03:17.347","","2790","","OTHER PRINTING AND PUBLISHING","24"
"2025-04-09 08:03:19.153","","6590","","OTHER PROFESSIONAL SERVICES","24"
"2025-04-09 08:03:19.45","","7290","","OTHER PUBLIC ASSEMBLY","24"
"2025-04-09 08:03:19.603","","7490","","OTHER RECREATION","24"
"2025-04-09 08:03:19.087","","6490","","OTHER REPAIR","24"
"2025-04-09 08:03:18.423","","5390","","OTHER RETAIL TRADE","24"
"2025-04-09 08:03:18.617","","5900","","OTHER RETAIL TRADE, NEC","24"
"2025-04-09 08:03:17.07","","2290","","OTHER TEXTILE GOODS MANUFACTURING","24"
"2025-04-09 08:03:18.167","","4900","","OTHER TRANSPORTATION, COMMUNICATION, AND UTILITIES, NEC","24"
"2025-04-09 08:03:19.717","","9900","","OTHER UNDEVELOPED LAND AND WATER AREAS, NEC","24"
"2025-04-09 08:03:18.163","","4890","","OTHER UTILITIES","24"
"2025-04-09 08:03:18.34","","5190","","OTHER WHOLESALE TRADE","24"
"2025-04-09 08:03:18.943","","6312","","OUTDOOR ADVERTISING SERVICES","24"
"2025-04-09 08:03:18.647","","5920","","PACKAGE LIQUOR","24"
"2025-04-09 08:03:18.04","","4610","","PAID AUTO PARKING","24"
"2025-04-09 08:03:18.393","","5230","","PAINT, GLASS AND WALLPAPER","24"
"2025-04-09 08:03:19.19","","6622","","PAINTING, PAPER HANGING AND DECORATOR SERVICES","24"
"2025-04-09 08:03:18.24","","5122","","PAINTS AND VARNISHES","24"
"2025-04-09 08:03:17.407","","2850","","PAINTS, VARNISHES, LACQUERS, ENAMELS, AND ALLIED PRODUCTS","24"
"2025-04-09 08:03:17.263","","2620","","PAPER","24"
"2025-04-09 08:03:17.257","","2600","","PAPER AND ALLIED PRODUCTS","24"
"2025-04-09 08:03:18.367","","5196","","PAPER AND PAPER PRODUCTS","24"
"2025-04-09 08:03:17.27","","2630","","PAPERBOARD","24"
"2025-04-09 08:03:17.297","","2650","","PAPERBOARD CONTAINERS AND BOXES","24"
"2025-04-09 08:03:19.613","","7600","","PARKS","24"
"2025-04-09 08:03:19.617","","7610","","PARKS","24"
"2025-04-09 08:03:17.24","","2540","","PARTITIONS, SHELVING, LOCKERS AND OFFICE AND STORE FIXTURES","24"
"2025-04-09 08:03:19.54","","7418","","PARTY BUS","24"
"2025-04-09 08:03:17.453","","2920","","PAVING AND ROOFING MATERIALS","24"
"2025-04-09 08:03:18.81","","6191","","PAWN SHOPS","24"
"2025-04-09 08:03:19.487","","7391","","PENNY ARCADES","24"
"2025-04-09 08:03:17.9","","3940","","PENS, PENCILS, AND OTHER OFFICE AND ARTIST MATERIALS","24"
"2025-04-09 08:03:17.4","","2844","","PERFUMES AND COSMETICS","24"
"2025-04-09 08:03:17.307","","2720","","PERIODICALS-PUBLISHING AND PRINTING","24"
"2025-04-09 08:03:18.937","","6305","","PERSONAL CHEF","24"
"2025-04-09 08:03:18.813","","6200","","PERSONAL SERVICES","24"
"2025-04-09 08:03:19.593","","7436","","PERSONAL TRAINER","24"
"2025-04-09 08:03:18.717","","5997","","PET SHOPS","24"
"2025-04-09 08:03:18.347","","5192","","PETROLEUM BULK STATIONS AND TERMINALS","24"
"2025-04-09 08:03:18.17","","4912","","PETROLEUM PRESSURE CONTROL STATION","24"
"2025-04-09 08:03:17.45","","2910","","PETROLEUM REFINING","24"
"2025-04-09 08:03:17.44","","2900","","PETROLEUM REFINING AND RELATED INDUSTRIES","24"
"2025-04-09 08:03:17.387","","2833","","PHARMACEUTICAL PRODUCTS","24"
"2025-04-09 08:03:18.643","","5909","","PHARMACIES","24"
"2025-04-09 08:03:18.967","","6332","","PHOTOCOPYING AND BLUE PRINTING SERVICES","24"
"2025-04-09 08:03:17.33","","2782","","PHOTOENGRAVING","24"
"2025-04-09 08:03:19.05","","6395","","PHOTOFINISHING SERVICES","24"
"2025-04-09 08:03:18.85","","6219","","PHOTOGRAPHER TRANSIENT","24"
"2025-04-09 08:03:17.87","","3560","","PHOTOGRAPHIC EQUIPMENT AND SUPPLIES","24"
"2025-04-09 08:03:18.853","","6220","","PHOTOGRAPHIC SERVICES","24"
"2025-04-09 08:03:19.11","","6511","","PHYSICIANS","24"
"2025-04-09 08:03:18.847","","6218","","PICTURE FRAMING","24"
"2025-04-09 08:03:19.583","","7433","","PILATES INSTRUCTOR","24"
"2025-04-09 08:03:19.587","","7434","","PILATES STUDIO","24"
"2025-04-09 08:03:19.503","","7395","","PINBALL AND POOL HALLS","24"
"2025-04-09 08:03:19.387","","7121","","PLANETARIA","24"
"2025-04-09 08:03:18.72","","5998","","PLANT STORES AND NURSERIES","24"
"2025-04-09 08:03:17.36","","2820","","PLASTICS AND SYNTHETICS","24"
"2025-04-09 08:03:19.55","","7423","","PLAY FIELDS OR ATHLETIC FIELDS","24"
"2025-04-09 08:03:19.543","","7421","","PLAY LOTS OR TOT LOTS","24"
"2025-04-09 08:03:19.547","","7422","","PLAYGROUNDS","24"
"2025-04-09 08:03:19.54","","7420","","PLAYGROUNDS AND ATHLETIC AREAS","24"
"2025-04-09 08:03:18.313","","5172","","PLUMBING AND HEATING EQUIPMENT AND SUPPLIES","24"
"2025-04-09 08:03:17.563","","3251","","PLUMBING FIXTURES AND BATHROOM FIXTURES","24"
"2025-04-09 08:03:18.97","","6337","","PLUMBING SERVICES","24"
"2025-04-09 08:03:19.187","","6621","","PLUMBING, HEATING AND AIR CONDITIONING SERVICES","24"
"2025-04-09 08:03:19.22","","6721","","POLICE PROTECTION","24"
"2025-04-09 08:03:17.573","","3254","","PORCELAIN ELECTRICAL SUPPLIES","24"
"2025-04-09 08:03:19.233","","6730","","POSTAL SERVICES","24"
"2025-04-09 08:03:18.267","","5143","","POULTRY AND POULTRY PRODUCTS","24"
"2025-04-09 08:03:16.98","","2113","","POULTRY DRESSING AND PACKING","24"
"2025-04-09 08:03:17.19","","2433","","PREFABRICATED WOODEN BUILDINGS","24"
"2025-04-09 08:03:18.007","","4293","","PREMIUM SEDAN DRIVER","24"
"2025-04-09 08:03:18.013","","4294","","PREMIUM SEDAN TRANSPORTATION","24"
"2025-04-09 08:03:18.007","","4292","","PREMIUM SEDAN VEHICLE","24"
"2025-04-09 08:03:16.977","","2112","","PREPARED MEAT PRODUCTS - SAUSAGES","24"
"2025-04-09 08:03:17.003","","2142","","PREPARING FEED FOR ANIMALS","24"
"2025-04-09 08:03:17.29","","2646","","PRESSED AND MOLDED PULP GOODS","24"
"2025-04-09 08:03:17.507","","3220","","PRESSED OR BLOWN GLASS AND GLASSWARE","24"
"2025-04-09 08:03:19.27","","6812","","PRIMARY (ELEMENTARY SCHOOLS)","24"
"2025-04-09 08:03:17.597","","3300","","PRIMARY METAL INDUSTRIES","24"
"2025-04-09 08:03:17.437","","2893","","PRINTING INK","24"
"2025-04-09 08:03:17.323","","2780","","PRINTING TRADE SERVICE","24"
"2025-04-09 08:03:17.3","","2700","","PRINTING, PUBLISHING, AND ALLIED INDUSTRIES","24"
"2025-04-09 08:03:19.237","","6741","","PRISONS","24"
"2025-04-09 08:03:19.033","","6383","","PRIVATE INVESTIGATOR","24"
"2025-04-09 08:03:18.947","","6315","","PROCESS SERVER","24"
